,Name,Full Ticker,Ticker,P/E Ratio,sector,industry,ticker
2192,China Asset Management Company - Direxion CSI 300 IDC Daily Fund,SEHK:7272,7272,,,,7272
2193,FDG Electric Vehicles Limited,SEHK:729,729,,,Type,729
2194,Asian Citrus Holdings Limited,SEHK:73,73,10.2463,,,73
2195,Shougang Concord Grand (Group) Limited,SEHK:730,730,-105.4892,Financial Services,Credit Services,730
2196,Samson Paper Holdings Limited,SEHK:731,731,8.3717,Basic Materials,Paper & Paper Products,731
2197,Samsung Leveraged and Inverse Investment Product Series - Samsung HSI Daily (-1X) Inverse Product,SEHK:7312,7312,,,,7312
2198,Truly International Holdings Limited,SEHK:732,732,6.5223,Technology,Consumer Electronics,732
2199,ChinaAMC Leveraged/Inverse Series - ChinaAMC Hang Seng Index Daily (-1x) Inverse Product,SEHK:7321,7321,,,,7321
2200,Global X Leveraged and Inverse Series - Global X S&P 500 Daily (-1x) Inverse Product,SEHK:7322,7322,,,,7322
2201,Samsung Leveraged and Inverse Investment Product Series - Samsung HSCEI Daily (-1X) Inverse Product,SEHK:7328,7328,,,,7328
2202,ChinaAMC Leveraged/Inverse Series - ChinaAMC Direxion NASDAQ-100 Daily (-1x) Inverse Product,SEHK:7331,7331,,,,7331
2203,Global X Leveraged and Inverse Series - Global X Hang Seng Index Daily (-1x) Inverse Product,SEHK:7336,7336,,,,7336
2204,CSOP Leveraged and Inverse Series II - CSOP FTSE China A50 Index Daily (-1x) Inverse Product,SEHK:7348,7348,,,,7348
2205,China Properties Investment Holdings Limited,SEHK:736,736,-2.5947,Financial Services,Credit Services,736
2206,Global X Hang Seng China Enterprises Index Daily (-1x) Inverse Product,SEHK:7362,7362,,,,7362
2207,China National Culture Group Limited,SEHK:745,745,-1.3614,Communication Services,Advertising Agencies,745
2208,Shenyang Public Utility Holdings Company Limited,SEHK:747,747,-2.6974,Real Estate,Real Estate—Development,747
2209,China Shuifa Singyes Energy Holdings Limited,SEHK:750,750,-9.0826,Technology,Solar,750
2210,CSOP Leveraged and Inverse Series - CSOP Hang Seng Index Daily (-2x) Inverse Product,SEHK:7500,7500,,,,7500
2211,Skyworth Group Limited,SEHK:751,751,7.0316,Technology,Consumer Electronics,751
2212,Shanghai Zendai Property Limited,SEHK:755,755,-1.2546,Real Estate,Real Estate—Development,755
2213,Summi (Group) Holdings Limited,SEHK:756,756,-6.3102,Consumer Defensive,Beverages—Non-Alcoholic,756
2214,Solargiga Energy Holdings Limited,SEHK:757,757,-6.495,Technology,Solar,757
2215,Macrolink Capital Holdings Limited,SEHK:758,758,-2.6157,Basic Materials,Other Industrial Metals & Mining,758
2216,Elate Holdings Limited,SEHK:76,76,-2.0487,,,76
2217,Talent Property Group Limited,SEHK:760,760,-1.334,Real Estate,Real Estate—Diversified,760
2218,Eternity Investment Limited,SEHK:764,764,-2.4154,Financial Services,Credit Services,764
2219,Perfectech International Holdings Limited,SEHK:765,765,-3.9373,Consumer Cyclical,Leisure,765
2220,Sino Prosper (Group) Holdings Limited,SEHK:766,766,-2.4817,Financial Services,Credit Services,766
2221,Asia Pacific Silk Road Investment Company Limited,SEHK:767,767,-3.7436,Financial Services,Credit Services,767
2222,UBA Investments Limited,SEHK:768,768,-1.8339,Financial Services,Asset Management,768
2223,China Rare Earth Holdings Limited,SEHK:769,769,55.9758,Basic Materials,Other Industrial Metals & Mining,769
2224,Shanghai International Shanghai Growth Investment Limited,SEHK:770,770,-18.0792,,,770
2225,China Literature Limited,SEHK:772,772,-25.1784,Communication Services,Internet Content & Information,772
2226,Imperium Group Global Holdings Limited,SEHK:776,776,-19.3891,Consumer Cyclical,"Furnishings, Fixtures & Appliances",776
2227,Tongcheng-Elong Holdings Limited,SEHK:780,780,98.8987,Consumer Cyclical,Travel Services,780
2228,Ling Yui Holdings Limited,SEHK:784,784,150400.0,Industrials,Engineering & Construction,784
2229,Global Brands Group Holding Limited,SEHK:787,787,-0.0516,Consumer Cyclical,Apparel Manufacturing,787
2230,Artini Holdings Limited,SEHK:789,789,-9.7852,Consumer Cyclical,Luxury Goods,789
2231,Century Legend (Holdings) Limited,SEHK:79,79,-0.9526,,,79
2232,Come Sure Group (Holdings) Limited,SEHK:794,794,11.1909,Basic Materials,Paper & Paper Products,794
2233,7Road Holdings Limited,SEHK:797,797,86.6619,Communication Services,Electronic Gaming & Multimedia,797
2234,China New Economy Fund Limited,SEHK:80,80,-2.8908,,Type,80
2235,A8 New Media Group Limited,SEHK:800,800,111.8825,Industrials,Conglomerates,800
2236,Orient Securities International Holdings Limited,SEHK:8001,8001,3.1602,Financial Services,Credit Services,8001
2237,Great World Company Holdings Ltd,SEHK:8003,8003,-7.6844,Basic Materials,Lumber & Wood Production,8003
2238,Yuxing InfoTech Investment Holdings Limited,SEHK:8005,8005,-49.9688,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8005
2239,Sino Splendid Holdings Limited,SEHK:8006,8006,-5.1095,Communication Services,Publishing,8006
2240,Global Strategic Group Limited,SEHK:8007,8007,-0.2461,Energy,Oil & Gas Refining & Marketing,8007
2241,Chinese Energy Holdings Limited,SEHK:8009,8009,32.4001,Technology,Electronics & Computer Distribution,8009
2242,Polyard Petroleum International Group Limited,SEHK:8011,8011,-6.2678,Energy,Oil & Gas E&P,8011
2243,ECI Technology Holdings Limited,SEHK:8013,8013,9.8876,,,8013
2244,TradeGo FinTech Limited,SEHK:8017,8017,12.520999999999999,Technology,Software—Infrastructure,8017
2245,Finsoft Financial Investment Holdings Limited,SEHK:8018,8018,-1.8607,Technology,Software—Application,8018
2246,Hao Wen Holdings Limited,SEHK:8019,8019,-1.6479,Financial Services,Credit Services,8019
2247,China e-Wallet Payment Group Limited,SEHK:802,802,-4.5974,Technology,Software—Application,802
2248,Unitas Holdings Limited,SEHK:8020,8020,-2.8739999999999997,Industrials,Marine Shipping,8020
2249,WLS Holdings Limited,SEHK:8021,8021,-3.0389999999999997,Industrials,Engineering & Construction,8021
2250,Evershine Group Holdings Limited,SEHK:8022,8022,-0.3617,Industrials,Conglomerates,8022
2251,Kwong Man Kee Group Limited,SEHK:8023,8023,10.7156,Industrials,Engineering & Construction,8023
2252,Asian Capital Resources (Holdings) Limited,SEHK:8025,8025,-1.9355,Financial Services,Asset Management,8025
2253,China Brilliant Global Limited,SEHK:8026,8026,-26.1287,Consumer Cyclical,Luxury Goods,8026
2254,KPM Holding Limited,SEHK:8027,8027,-1.0321,Industrials,Metal Fabrication,8027
2255,Timeless Software Limited,SEHK:8028,8028,-2.6797,Basic Materials,Other Industrial Metals & Mining,8028
2256,Sun International Group Limited,SEHK:8029,8029,-38.9446,Financial Services,Financial Conglomerates,8029
2257,Prosperity International Holdings (H.K.) Limited,SEHK:803,803,-0.2084,Basic Materials,Steel,803
2258,Flying Financial Service Holdings Limited,SEHK:8030,8030,-0.0428,Real Estate,Real Estate—Development,8030
2259,ETS Group Limited,SEHK:8031,8031,37.961,Industrials,Staffing & Employment Services,8031
2260,Viva China Holdings Limited,SEHK:8032,8032,4.4302,Consumer Cyclical,Leisure,8032
2261,Janco Holdings Limited,SEHK:8035,8035,178.6942,,,8035
2262,eBroker Group Limited,SEHK:8036,8036,82.0608,Technology,Software—Application,8036
2263,China Biotech Services Holdings Limited,SEHK:8037,8037,-71.1594,Healthcare,Diagnostics & Research,8037
2264,KNK Holdings Limited,SEHK:8039,8039,-6.0964,Industrials,Engineering & Construction,8039
2265,Pinestone Capital Limited,SEHK:804,804,22.5713,Financial Services,Capital Markets,804
2266,Luxey International (Holdings) Limited,SEHK:8041,8041,-11.6443,Consumer Cyclical,Apparel Manufacturing,8041
2267,KOS International Holdings Limited,SEHK:8042,8042,-29.7952,Industrials,Staffing & Employment Services,8042
2268,Atlinks Group Limited,SEHK:8043,8043,17.2039,Technology,Communication Equipment,8043
2269,Jiangsu NandaSoft Technology Company Limited,SEHK:8045,8045,-2.3478,Technology,Electronics & Computer Distribution,8045
2270,China Ocean Group Development Limited,SEHK:8047,8047,185.7386,Industrials,Integrated Freight & Logistics,8047
2271,Yu Tak International Holdings Limited,SEHK:8048,8048,-10.1515,Technology,Software—Application,8048
2272,Quantum Thinking Limited,SEHK:8050,8050,64.6962,Technology,Information Technology Services,8050
2273,CircuTech International Holdings Limited,SEHK:8051,8051,15.1519,Industrials,Security & Protection Services,8051
2274,Luk Hing Entertainment Group Holdings Limited,SEHK:8052,8052,-1.1955,Consumer Cyclical,Resorts & Casinos,8052
2275,China E-Information Technology Group Limited,SEHK:8055,8055,-1.6521,Consumer Defensive,Education & Training Services,8055
2276,Life Concepts Holdings Limited,SEHK:8056,8056,-0.5017,Consumer Cyclical,Restaurants,8056
2277,Madison Holdings Group Limited,SEHK:8057,8057,18.4277,Consumer Defensive,Beverages—Wineries & Distilleries,8057
2278,Glory Flame Holdings Limited,SEHK:8059,8059,-1.8275,Industrials,Engineering & Construction,8059
2279,Global Link Communications Holdings Limited,SEHK:8060,8060,-2.4745,Technology,Software—Application,8060
2280,Global Mastermind Holdings Limited,SEHK:8063,8063,-1.1642,Consumer Cyclical,Travel Services,8063
2281,Phoenitron Holdings Limited,SEHK:8066,8066,-1.1848,Technology,Semiconductors,8066
2282,Oriental University City Holdings (H.K.) Limited,SEHK:8067,8067,2.4556,Real Estate,Real Estate Services,8067
2283,WWPKG Holdings Company Limited,SEHK:8069,8069,-8.9792,Consumer Cyclical,Travel Services,8069
2284,Keen Ocean International Holding Limited,SEHK:8070,8070,81.6327,Technology,Electronic Components,8070
2285,China Netcom Technology Holdings Limited,SEHK:8071,8071,-5.3091,Financial Services,Credit Services,8071
2286,Roma Group Limited,SEHK:8072,8072,-0.1529,Financial Services,Capital Markets,8072
2287,Media Asia Group Holdings Limited,SEHK:8075,8075,-23.4172,Communication Services,Entertainment,8075
2288,Sing Lee Software (Group) Limited,SEHK:8076,8076,12.8238,Technology,Software—Application,8076
2289,China Creative Digital Entertainment Limited,SEHK:8078,8078,-0.0358,Communication Services,Entertainment,8078
2290,Easy Repay Finance & Investment Limited,SEHK:8079,8079,-0.8876,Consumer Defensive,Grocery Stores,8079
2291,North Asia Strategic Holdings Limited,SEHK:8080,8080,1.9117,Industrials,Industrial Distribution,8080
2292,Hang Tai Yue Group Holdings Limited,SEHK:8081,8081,-2.8941,Technology,Information Technology Services,8081
2293,Sun Entertainment Group Limited,SEHK:8082,8082,-13.4804,Communication Services,Entertainment,8082
2294,China Youzan Limited,SEHK:8083,8083,-90.1365,Technology,Software—Application,8083
2295,Sino Vision Worldwide Holdings Limited,SEHK:8086,8086,-0.5902,Consumer Cyclical,Internet Retail,8086
2296,China 33 Media Group Limited,SEHK:8087,8087,-0.6531,Communication Services,Entertainment,8087
2297,AID Life Science Holdings Limited,SEHK:8088,8088,-0.2144,Financial Services,Asset Management,8088
2298,Chinese Strategic Holdings Limited,SEHK:8089,8089,-0.2073,Consumer Defensive,Food Distribution,8089
2299,Global Bio-chem Technology Group Company Limited,SEHK:809,809,-2.2755,Consumer Defensive,Packaged Foods,809
2300,China Assurance Finance Group Limited,SEHK:8090,8090,,Financial Services,Credit Services,8090
2301,OOH Holdings Limited,SEHK:8091,8091,-16.6408,Communication Services,Advertising Agencies,8091
2302,ITE (Holdings) Limited,SEHK:8092,8092,7.3403,Technology,Communication Equipment,8092
2303,Million Stars Holdings Limited,SEHK:8093,8093,-2.1069,Communication Services,Advertising Agencies,8093
2304,Beijing Beida Jade Bird Universal Sci-Tech Company Limited,SEHK:8095,8095,6.6577,Consumer Cyclical,Travel Services,8095
2305,Tasty Concepts Holding Limited,SEHK:8096,8096,-1.2382,,,8096
2306,China Internet Investment Finance Holdings Limited,SEHK:810,810,-0.6794,Financial Services,Asset Management,810
2307,GET Holdings Limited,SEHK:8100,8100,-1.9887,Technology,Information Technology Services,8100
2308,EJE (Hong Kong) Holdings Limited,SEHK:8101,8101,2.7144,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8101
2309,hmvod Limited,SEHK:8103,8103,-8.0463,Technology,Information Technology Services,8103
2310,Shenghua Lande Scitech Limited,SEHK:8106,8106,19.7224,Technology,Electronics & Computer Distribution,8106
2311,Grand Peace Group Holdings Limited,SEHK:8108,8108,,Consumer Cyclical,Personal Services,8108
2312,Kirin Group Holdings Limited,SEHK:8109,8109,-1.2452,Financial Services,Insurance Brokers,8109
2313,China Technology Industry Group Limited,SEHK:8111,8111,3.5059,Technology,Solar,8111
2314,Cornerstone Financial Holdings Limited,SEHK:8112,8112,-0.4291,Communication Services,Advertising Agencies,8112
2315,"Shanghai Qingpu Fire-Fighting Equipment Co., Ltd.",SEHK:8115,8115,-21.5125,Industrials,Specialty Industrial Machinery,8115
2316,China Fortune Investments (Holding) Limited,SEHK:8116,8116,-0.6837,Consumer Cyclical,Specialty Retail,8116
2317,China Primary Energy Holdings Limited,SEHK:8117,8117,12.8369,Energy,Oil & Gas Midstream,8117
2318,Bortex Global Limited,SEHK:8118,8118,10.2921,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8118
2319,Thiz Technology Group Limited,SEHK:8119,8119,6.5608,Technology,Software—Application,8119
2320,Southwest Securities International Securities Limited,SEHK:812,812,-0.7739,Financial Services,Capital Markets,812
2321,China Demeter Financial Investments Limited,SEHK:8120,8120,-0.2627,Consumer Defensive,Farm Products,8120
2322,Guru Online (Holdings) Limited,SEHK:8121,8121,-3.6024,Communication Services,Advertising Agencies,8121
2323,Sinofortune Financial Holdings Limited,SEHK:8123,8123,-2.4183,Financial Services,Capital Markets,8123
2324,Royal Century Resources Holdings Limited,SEHK:8125,8125,-8.0337,Consumer Cyclical,"Furnishings, Fixtures & Appliances",8125
2325,G.A. Holdings Limited,SEHK:8126,8126,3.6369,Consumer Cyclical,Auto & Truck Dealerships,8126
2326,China Geothermal Industry Development Group Limited,SEHK:8128,8128,-0.9016,Industrials,Engineering & Construction,8128
2327,Dadi International Group Limited,SEHK:8130,8130,28.013,Communication Services,Advertising Agencies,8130
2328,abc Multiactive Limited,SEHK:8131,8131,-7.0564,Technology,Software—Application,8131
2329,China Oil Gangran Energy Group Holdings Limited,SEHK:8132,8132,-3.1606,Energy,Oil & Gas Refining & Marketing,8132
2330,Jete Power Holdings Limited,SEHK:8133,8133,-5.7698,Industrials,Metal Fabrication,8133
2331,ZMFY Automobile Glass Services Limited,SEHK:8135,8135,-6.1284,Consumer Cyclical,Auto Parts,8135
2332,IMS Group Holdings Limited,SEHK:8136,8136,185.567,Industrials,Electrical Equipment & Parts,8136
2333,Honbridge Holdings Limited,SEHK:8137,8137,19.37,Industrials,Electrical Equipment & Parts,8137
2334,"Zhejiang Chang'an Renheng Technology Co., Ltd.",SEHK:8139,8139,23.5086,Basic Materials,Chemicals,8139
2335,BOSA Technology Holdings Limited,SEHK:8140,8140,9.9254,Basic Materials,Steel,8140
2336,Good Fellow Healthcare Holdings Limited,SEHK:8143,8143,-2.1816,Healthcare,Medical Care Facilities,8143
2337,Grace Wine Holdings Limited,SEHK:8146,8146,62.6838,Consumer Defensive,Beverages—Wineries & Distilleries,8146
2338,Millennium Pacific Group Holdings Limited,SEHK:8147,8147,-2.4037,Technology,Consumer Electronics,8147
2339,Aurum Pacific (China) Group Limited,SEHK:8148,8148,-0.2812,Technology,Information Technology Services,8148
2340,China Silver Group Limited,SEHK:815,815,-20.8242,Consumer Cyclical,Luxury Goods,815
2341,Seamless Green China (Holdings) Limited,SEHK:8150,8150,-14.4599,Technology,Electronic Components,8150
2342,Bao Shen Holdings Limited,SEHK:8151,8151,-8.2277,Basic Materials,Specialty Chemicals,8151
2343,M&L Holdings Group Limited,SEHK:8152,8152,-6.8517,Industrials,Industrial Distribution,8152
2344,Farnova Group Holdings Limited,SEHK:8153,8153,-29.6285,Communication Services,Advertising Agencies,8153
2345,South China Assets Holdings Limited,SEHK:8155,8155,2.8642,Real Estate,Real Estate—Development,8155
2346,Sinopharm Tech Holdings Limited,SEHK:8156,8156,-7.3315,Technology,Software—Application,8156
2347,China Regenerative Medicine International Limited,SEHK:8158,8158,-2.9424,Healthcare,Biotechnology,8158
2348,Glory Mark Hi-Tech (Holdings) Limited,SEHK:8159,8159,10.825999999999999,Technology,Computer Hardware,8159
2349,Goldway Education Group Limited,SEHK:8160,8160,-33.0195,Consumer Defensive,Education & Training Services,8160
2350,MediNet Group Limited,SEHK:8161,8161,-13.852,,,8161
2351,Loco Hong Kong Holdings Limited,SEHK:8162,8162,-7.5843,Financial Services,Capital Markets,8162
2352,Merdeka Financial Group Limited,SEHK:8163,8163,-0.2338,Consumer Cyclical,Specialty Retail,8163
2353,China Eco-Farming Limited,SEHK:8166,8166,-0.5612,Industrials,Conglomerates,8166
2354,Neo Telemedia Limited,SEHK:8167,8167,-13.8241,Communication Services,Telecom Services,8167
2355,Amasse Capital Holdings Limited,SEHK:8168,8168,48.7805,Financial Services,Capital Markets,8168
2356,Eco-Tek Holdings Limited,SEHK:8169,8169,-8.259,Industrials,Pollution & Treatment Controls,8169
2357,China All Nation International Holdings Group Limited,SEHK:8170,8170,65.9379,,,8170
2358,China Trends Holdings Limited,SEHK:8171,8171,1649.271,Technology,Electronics & Computer Distribution,8171
2359,Lajin Entertainment Network Group Limited,SEHK:8172,8172,-6.0397,Communication Services,Entertainment,8172
2360,Union Asia Enterprise Holdings Limited,SEHK:8173,8173,3.1317,Industrials,Consulting Services,8173
2361,China Digital Culture (Group) Limited,SEHK:8175,8175,-0.3423,Communication Services,Entertainment,8175
2362,SuperRobotics Limited,SEHK:8176,8176,-2.3428,Consumer Defensive,Household & Personal Products,8176
2363,China Information Technology Development Limited,SEHK:8178,8178,-2.4707,Technology,Information Technology Services,8178
2364,Palinda Group Holdings Limited,SEHK:8179,8179,-2.7417,Consumer Defensive,Packaged Foods,8179
2365,Hi Sun Technology (China) Limited,SEHK:818,818,13.1164,Technology,Software—Infrastructure,818
2366,Shi Shi Services Limited,SEHK:8181,8181,5.7788,Real Estate,Real Estate Services,8181
2367,IR Resources Limited,SEHK:8186,8186,-0.7011,Basic Materials,Lumber & Wood Production,8186
2368,Jimu Group Limited,SEHK:8187,8187,-2.6054,Consumer Cyclical,Footwear & Accessories,8187
2369,GME Group Holdings Limited,SEHK:8188,8188,-9.1887,Industrials,Engineering & Construction,8188
2370,Tianjin TEDA Biomedical Engineering Company Limited,SEHK:8189,8189,-1.8258,Basic Materials,Agricultural Inputs,8189
2371,Hong Wei (Asia) Holdings Company Limited,SEHK:8191,8191,4.7597,Basic Materials,Lumber & Wood Production,8191
2372,Global Token Limited,SEHK:8192,8192,-0.9492,Financial Services,Capital Markets,8192
2373,Asia-Pac Financial Investment Company Limited,SEHK:8193,8193,-1.5365,Financial Services,Capital Markets,8193
2374,L & A International Holdings Limited,SEHK:8195,8195,112.3393,Consumer Cyclical,Apparel Manufacturing,8195
2375,Great Water Holdings Limited,SEHK:8196,8196,-2.4407,Industrials,Waste Management,8196
2376,Loto Interactive Limited,SEHK:8198,8198,-8.1307,Consumer Cyclical,Gambling,8198
2377,V1 Group Limited,SEHK:82,82,-16.6169,,Type,82
2378,Sau San Tong Holdings Limited,SEHK:8200,8200,-2.388,Consumer Defensive,Household & Personal Products,8200
2379,PPS International (Holdings) Limited,SEHK:8201,8201,-3.5973,Industrials,Waste Management,8201
2380,Inno-Tech Holdings Limited,SEHK:8202,8202,-3.6039,Communication Services,Advertising Agencies,8202
2381,Kaisun Holdings Limited,SEHK:8203,8203,-0.2932,Industrials,Specialty Business Services,8203
